"","primer_apellido","segundo_apellido","primer_nombre","segundo_nombre","partido","legislatura"
"3525","GIURIA",NA,"CARLOS","MARIA","Partido Nacional",36
"3526","GIURIA","BARBOT","RAUL",NA,"Partido Nacional",44
"3527","GIURIA","BARBOT","RAUL",NA,"Partido Nacional",45
"3528","GLOODOTFSKY",NA,"ANIBAL",NA,"Partido Colorado",47
"3529","GODAY","SANTANA","MILTON",NA,"Partido Nacional",43
"3530","GODAY",NA,"SENEN","JULIO","Partido Nacional",47
"3531","GODOY",NA,"MARIA","ELENA","Partido Frente Amplio",47
"3532","GOIRENA",NA,"FELIPE",NA,"Frente Amplio",45
"3533","GOITIÑO",NA,"NELLY",NA,"Frente Amplio",45
"3534","GOLDMAN",NA,"DANIEL",NA,"Partido Digital",48
"3535","GOMENSORO",NA,"JOSE","B.","Partido Colorado",21
"3536","GOMENSORO",NA,"JOSE","B.","Partido Colorado",23
"3537","GOMENSORO",NA,"JOSE","B.","Partido Colorado",24
"3538","GOMENSORO","RUANO","ENRIQUE",NA,"Partido Colorado",30
"3539","GOMENSORO","RUANO","ENRIQUE",NA,"Partido Colorado",31
"3540","GOMES","SOARES","MILTON",NA,"Partido Colorado",48
"3541","GOMEZ","DURDOS","SANTOS",NA,"Partido Colorado",38
"3542","GOMEZ","DURDOS","SANTOS",NA,"Partido Colorado",39
"3543","GOMEZ","DURDOS","SANTOS",NA,"Partido Colorado",41
"3544","GOMEZ",NA,"EUGENIO",NA,"Partido Comunista del Uruguay",29
"3545","GOMEZ",NA,"EUGENIO",NA,"Partido Comunista del Uruguay",30
"3546","GOMEZ",NA,"EUGENIO",NA,"Partido Comunista del Uruguay",31
"3547","GOMEZ",NA,"EUGENIO",NA,"Partido Comunista del Uruguay",32
"3548","GOMEZ",NA,"EUGENIO",NA,"Partido Comunista del Uruguay",33
"3549","GOMEZ","FOLLE","ALBERTO",NA,"Partido Colorado",23
"3550","GOMEZ","GAVAZZO","RICARDO","A.","Partido Nacional",34
"3551","GOMEZ","GAVAZZO","RICARDO","A.","Partido Nacional",35
"3552","GOMEZ","HAEDO","FRANCISCO",NA,"Partido Colorado",37
"3553","GOMEZ",NA,"HECTOR","R.","Partido Colorado",23
"3554","GOMEZ",NA,"HECTOR","R.","Partido Colorado",24
"3555","GOMEZ",NA,"HECTOR","R.","Partido Colorado",27
"3556","GOMEZ",NA,"HECTOR","R.","Partido Colorado",28
"3557","GOMEZ",NA,"HECTOR","R.","Partido Colorado",29
"3558","GOMEZ","PLATERO","RAUL",NA,"Partido Nacional",28
"3559","GOMEZ",NA,"ANA","MARIA","Frente Amplio",44
"3560","GOMEZ",NA,"EDUARDO","R.","Partido Colorado",32
"3561","GOMEZ","LARRIERA","FRANCISCO",NA,"Partido Nacional",42
"3562","GOMEZ",NA,"OSCAR",NA,"Frente Amplio",45
"3563","GOMEZ",NA,"ALVARO",NA,"Partido Frente Amplio",47
"3564","GOMEZ",NA,"MILTON",NA,"Partido Colorado",47
"3565","GOMEZ",NA,"ALVARO",NA,"Partido Frente Amplio",48
"3566","GOMEZ","GAVAZZO","CARLOS",NA,"Partido Socialista",39
"3567","GOMEZ",NA,"EUGENIO",NA,"Partido de los Trabajadores",38
"3568","GONCALVEZ",NA,"EUCLIDES",NA,"Partido Colorado",36
"3569","GONDOLVEO",NA,"JOSE",NA,"Partido Frente Amplio",47
"3570","GONZALEZ",NA,"ALBERTO","F.","Partido Colorado",33
"3571","GONZALEZ","ALVAREZ","CARLOS",NA,"Partido Nacional",45
"3572","GONZALEZ","ALVAREZ","CARLOS",NA,"Partido Nacional",46
"3573","GONZALEZ","ARCE","ERNESTO",NA,"Partido Nacional",32
"3574","GONZALEZ","BAZ","ABEL",NA,"Partido Nacional",39
"3575","GONZALEZ",NA,"CARMELO","R.","Partido Nacional",33
"3576","GONZALEZ",NA,"CARMELO","R.","Partido Nacional",34
"3577","GONZALEZ",NA,"CARMELO","R.","Partido Nacional",35
"3578","GONZALEZ",NA,"CARMELO","R.","Partido Nacional",36
"3579","GONZALEZ",NA,"CARMELO","R.","Partido Nacional",37
"3580","GONZALEZ",NA,"CESAR",NA,"Partido Colorado",41
"3581","GONZALEZ",NA,"ELADIO","I.","Partido Colorado",33
"3582","GONZALEZ",NA,"EUFEMIO","C.","Partido Colorado",33
"3583","GONZALEZ",NA,"HEBER",NA,"Partido Colorado",40
"3584","GONZALEZ",NA,"JUAN","GREGORIO","Partido Nacional",35
"3585","GONZALEZ","LERENA","LEOPOLDO",NA,"Partido Nacional",21
"3586","GONZALEZ",NA,"LIZARDO","R.","Partido Nacional",29
"3587","GONZALEZ",NA,"LIZARDO","R.","Partido Nacional",30
"3588","GONZALEZ",NA,"LIZARDO","R.","Partido Nacional",31
"3589","GONZALEZ",NA,"LIZARDO","R.","Partido Nacional",32
"3590","GONZALEZ",NA,"LIZARDO","R.","Partido Nacional",33
"3591","GONZALEZ","MORENO","JULIO","C.","Partido Nacional",35
"3592","GONZALEZ","OLAZA","NUBLE",NA,"Partido Nacional",31
"3593","GONZALEZ","OLAZA","NUBLE",NA,"Partido Nacional",32
"3594","GONZALEZ","PERLA","HUGO",NA,"Frente Amplio",43
"3595","GONZALEZ","REPETTO","BERNARDINO",NA,"Partido Nacional",37
"3596","GONZALEZ","REPETTO","BERNARDINO",NA,"Partido Nacional",38
"3597","GONZALEZ",NA,"RICARDO",NA,"Partido Nacional",42
"3598","GONZALEZ","VIDART","ARTURO",NA,"Partido Nacional",29
"3599","GONZALEZ","VIDART","ARTURO",NA,"Partido Nacional",30
"3600","GONZALEZ","VIDART","ARTURO",NA,"Partido Nacional",31
"3601","GONZALEZ",NA,"BERNARDO",NA,"Partido Nacional",42
"3602","GONZALEZ",NA,"CARLOS","H.","Partido Nacional",45
"3603","GONZALEZ","CONZI","EFRAIN",NA,"Partido Colorado",34
"3604","GONZALEZ","CONZI","EFRAIN",NA,"Partido Colorado",35
"3605","GONZALEZ","CONZI","EFRAIN",NA,"Partido Colorado",36
"3606","GONZALEZ","CONZI","EFRAIN",NA,"Partido Colorado",37
"3607","GONZALEZ","CONZI","EFRAIN",NA,"Partido Colorado",38
"3608","GONZALEZ","CONZI","EFRAIN",NA,"Partido Colorado",39
"3609","GONZALEZ",NA,"CRISTINA",NA,"Frente Amplio",43
"3610","GONZALEZ",NA,"MABEL",NA,"Nuevo Espacio",45
"3611","GONZALEZ",NA,"MIGUEL",NA,"Partido Nacional",45
"3612","GONZALEZ","MODERNELL","BARI",NA,"Partido Nacional",38
"3613","GONZALEZ","MODERNELL","BARI",NA,"Partido Nacional",39
"3614","GONZALEZ","MODERNELL","BARI",NA,"Partido Nacional",40
"3615","GONZALEZ","MODERNELL","BARI",NA,"Partido Nacional",41
"3616","GONZALEZ","MODERNELL","BARI",NA,"Partido Nacional",42
"3617","GONZALEZ","MODERNELL","BARI",NA,"Partido Nacional",43
"3618","GONZALEZ","ROSAS","GERARDO",NA,"Partido Nacional",44
"3619","GONZALEZ",NA,"TABARE",NA,"Frente Amplio",45
"3620","GONZALEZ",NA,"WILSON",NA,"Partido Colorado",43
"3621","GONZALEZ",NA,"PABLO",NA,"Frente Amplio",48
"3622","GONZALEZ","VIDART","ARTURO",NA,"Partido Nacional Independiente",34
"3623","GONZALEZ","RISSOTO","RODOLFO",NA,"Partido Nacional",43
"3624","GONZALEZ",NA,"GONZALO",NA,NA,45
"3625","GONZALEZ","RISSOTTO","RODOLFO",NA,"Partido Nacional",44
"3626","GONZALEZ","","WALTER",NA,"Partido Frente Amplio",47
"3627","GONZALEZ",NA,"NELLY",NA,"Partido Nacional",47
"3628","GONZALEZ",NA,"SILVIA",NA,"Partido Frente Amplio",47
"3629","GONZALEZ",NA,"FERNANDO",NA,"Partido Frente Amplio",47
"3630","GONZALEZ",NA,"CRISTINA",NA,"Partido Frente Amplio",47
"3631","GONZALEZ",NA,"MABEL",NA,"Partido Nacional",47
"3632","GONZALEZ",NA,"ANTONIO",NA,"Partido Nacional",47
"3633","GONZALEZ",NA,"SANDRA",NA,"Partido de la Concertacion",48
"3634","GONZALEZ",NA,"GUSTAVO",NA,"Partido Frente Amplio",48
"3635","GONZALEZ",NA,"CONRADO",NA,"Partido Colorado",48
"3636","GONZALEZ",NA,"ALBERTO",NA,"Partido Frente Amplio",48
"3637","GONZALEZ",NA,"FREDY",NA,"Partido Nacional",48
"3638","GONZALEZ",NA,"NELSON",NA,"Partido Frente Amplio",48
"3639","GONZALEZ",NA,"RUBEN",NA,"Partido Frente Amplio",48
"3640","GONZALEZ",NA,"JOSE","WASHINGTON","Partido Colorado",48
"3641","GONZALEZ",NA,"HORACIO",NA,"Partido Frente Amplio",48
"3642","GONZALEZ",NA,"SERGIO",NA,"Partido Nacional",48
"3643","GONZALEZ",NA,"OMAR",NA,"Partido Nacional",48
"3644","GONZALEZ",NA,"HUGO",NA,"Partido Nacional",48
"3645","GONZALEZ",NA,"MILTON",NA,"Partido Nacional",48
"3646","GONZALEZ","QUERIO","JOSE",NA,"Partido Colorado",48
"3647","GONZALEZ",NA,"PEDRO","A.","Partido Colorado",29
"3648","GONZALEZ",NA,"PEDRO","A.","Partido Nacional",29
"3649","GONZALEZ",NA,"MIGUEL","A.","Partido Nacional",31
"3650","GONZALEZ",NA,"PEDRO","A.","Partido Nacional",31
"3651","GONZALEZ",NA,"CARLOS","MARIA","Partido Colorado",35
"3652","GONZALEZ",NA,"JUAN","G.","Partido Nacional",37
"3653","GONZALEZ",NA,"CIPRIANO",NA,"Partido Colorado",37
"3654","GONZALEZ","ALVAREZ","JUAN","CARLOS","Partido Nacional",38
"3655","GONZALEZ",NA,"OSCAR","R.","Partido Colorado",38
"3656","GONZALEZ",NA,"ADALBERTO",NA,"Partido Nacional",38
"3657","GONZALEZ","VIERA","ISIDORO",NA,"Partido Nacional",39
"3658","GONZALEZ",NA,"GERVASIO",NA,"Partido Colorado",40
"3659","GONZALEZ",NA,"GERVASIO",NA,"Partido Colorado",41
"3660","GONZALEZ",NA,"JUAN","C.","Partido Nacional",41
"3661","GONZALEZ","","GERVASIO",NA,"Partido Colorado",41
"3662","GONZALEZ",NA,"TABARE",NA,"Frente Amplio",43
"3663","GORLERO",NA,"LUIS",NA,"Partido Colorado",40
"3664","GOROSITO","TANCO","JOSE",NA,"Partido Nacional",32
"3665","GOROSITO",NA,"RICARDO",NA,"Partido Nacional",45
"3666","GORRIARAN",NA,"LUIS",NA,"Partido de la Concertacion",48
"3667","GOSO",NA,"ANTONIO","G.","Partido Colorado",21
"3668","GOSO",NA,"JOSE","RAMIRO","Partido Colorado",29
"3669","GOYCOCHEA",NA,"ANTONIO",NA,"Partido Nacional",27
"3670","GOYEN",NA,"CRUZ",NA,"Partido Nacional",38
"3671","GOYEN",NA,"FRANCISCO","E.","Partido Colorado",34
"3672","GOYEN",NA,"FRANCISCO","E.","Partido Colorado",35
"3673","GOYEN",NA,"FRANCISCO","E.","Partido Colorado",36
"3674","GOYEN",NA,"FRANCISCO","E.","Partido Colorado",37
"3675","GOYENOLA",NA,"MARIO","LUCAS","Partido Colorado",36
"3676","GOYENOLA",NA,"MARIO","LUCAS","Partido Colorado",37
"3677","GOYENOLA",NA,"MARIO","LUCAS","Partido Colorado",38
"3678","GOYENOLA",NA,"OMAR",NA,"Partido Colorado",34
"3679","GOYENOLA",NA,"RAUL","S.","Partido Colorado",39
"3680","GOYENOLA",NA,"MARIO",NA,"Partido Colorado",34
"3681","GOYENOLA",NA,"RAUL","S.","Partido Colorado",36
"3682","GOYENOLA",NA,"RAUL",NA,"Partido Colorado",38
"3683","GOYENOLA",NA,"MARIO","L.","Partido Colorado",39
"3684","GOYETCHE",NA,"LORENZO",NA,"Partido Nacional",29
"3685","GOYOAGA",NA,"NILO",NA,"Partido Nacional",31
"3686","GOÑI","CASTELAO","HECTOR",NA,"Partido Nacional",41
"3687","GOÑI","CASTELAO","HECTOR",NA,"Partido Nacional",42
"3688","GOÑI",NA,"JUAN","A.","Partido Colorado",36
"3689","GOÑI","ROMERO","RODRIGO",NA,"Partido Nacional",46
"3690","GOÑI",NA,"WILSON","ELSO","Partido Nacional",39
"3691","GOÑI",NA,"WILSON","ELSO","Partido Nacional",41
"3692","GOÑI",NA,"WILSON","ELSO","Partido Nacional",43
"3693","GOÑI","ROMERO","RODRIGO",NA,"Partido Nacional",48
"3694","GOÑI","ROMERO","RODRIGO",NA,"Partido Nacional",47
"3695","GOÑI","ROMERO","RODRIGO",NA,"Partido Nacional",49
"3696","GRANDIROLI",NA,"DUILIO",NA,"Partido Nacional",38
"3697","GRANUCCI",NA,"HUGO",NA,"Partido Colorado",42
"3698","GRANUCCI",NA,"HUGO",NA,"Partido Colorado",43
"3699","GRANUCCI",NA,"HUGO",NA,"Partido Colorado",45
"3700","GRASSI",NA,"JORGE",NA,"Partido Liberal",39
"3701","GRASSI",NA,"CAMILO",NA,"Partido Colorado",38
"3702","GRASSI",NA,"CAMILO","F.","Partido Colorado",39
"3703","GRAU","ROSELL","ARTURO",NA,"Partido Nacional",37
"3704","GRAUERT",NA,"JULIO",NA,"Partido Colorado",23
"3705","GRAUERT",NA,"JULIO","CESAR","Partido Colorado",30
"3706","GRAUERT",NA,"JULIO","CESAR","Partido Colorado",31
"3707","GRAUERT",NA,"JULIO","LUIS","Partido Colorado",40
"3708","GRAUERT",NA,"HECTOR","A.","Partido Colorado",34
"3709","GRAUERT",NA,"HECTOR","A.","Partido Colorado",35
"3710","GRAUERT",NA,"HECTOR","A.","Partido Colorado",36
"3711","GRAUERT",NA,"HECTOR","A.","Partido Colorado",37
"3712","GRAUERT",NA,"HECTOR","A.","Partido Colorado",39
"3713","GRAUERT",NA,"HECTOR","A.","Partido Colorado",40
"3714","GRAUERT",NA,"HECTOR","A.","Partido Colorado",41
"3715","GRAUERT",NA,"HECTOR",NA,"Partido Colorado",36
"3716","GRAUERT",NA,"HECTOR",NA,"Partido Colorado",37
"3717","GRAUERT",NA,"HECTOR",NA,"Partido Colorado",38
"3718","GRAVINA",NA,"EDUARDO",NA,"Partido Frente Amplio",48
"3719","GRAÑA",NA,"JULIAN","L.","Partido Nacional",21
"3720","GRAÑA",NA,"MANUEL",NA,"Partido Nacional",45
"3721","GRAÑA",NA,"GONZALO",NA,"Frente Amplio",45
"3722","GRAÑA",NA,"RENE",NA,"Partido Nacional",48
"3723","GREISSING",NA,"ALFONSO",NA,"Partido Nacional",40
"3724","GRENNO",NA,"JULIO",NA,"Partido Nacional",41
"3725","GRENNO",NA,"JULIO",NA,"Partido Nacional",44
"3726","GRIECCO",NA,"DONATO",NA,"Partido Nacional",39
"3727","GRIOT","J.","J.","OSCAR","Partido Colorado",28
"3728","GRIOT","J.","J.","OSCAR","Partido Colorado",30
"3729","GROBA","ARRIONDO","OSCAR",NA,"Frente Amplio",47
"3730","GROBA",NA,"OSCAR",NA,"Frente Amplio",48
"3731","GRONROS",NA,"DANIEL",NA,"Partido Nacional",48
"3732","GROS","ESPIELL","HECTOR",NA,"Partido Nacional",43
"3733","GROSSI",NA,"HUGO",NA,"Partido Orden Republicano",48
"3734","GRUCCI",NA,"VICENTE",NA,"Partido Colorado",31
"3735","GRUCCI",NA,"VICENTE",NA,"Partido Colorado",34
"3736","GRUCCI",NA,"VICENTE",NA,"Partido Colorado",35
"3737","GUADALUPE",NA,"RAMON",NA,"Frente Amplio",42
"3738","GUADALUPE",NA,"RAMON",NA,"Frente Amplio",43
"3739","GUADALUPE",NA,"RAMON",NA,"Frente Amplio",45
"3740","GUADALUPE",NA,"WASHINGTON",NA,"Partido Nacional",38
"3741","GUADALUPE",NA,"WASHINGTON",NA,"Partido Nacional",39
"3742","GUADALUPE",NA,"WASHINGTON",NA,"Partido Nacional",40
"3743","GUADALUPE",NA,"ARIEL",NA,"Partido Nacional",39
"3744","GUANI",NA,"ALBERTO",NA,"Partido Colorado",23
"3745","GUANI",NA,"ALBERTO",NA,"Partido Colorado",24
"3746","GUANI",NA,"ALBERTO",NA,"Partido Colorado",34
"3747","GUANI","DOS SANTOS","CARLOS",NA,"Partido Nacional",44
"3748","GUANI",NA,"ALBERTO",NA,"Partido Colorado",33
"3749","GUARIGLIA",NA,"ANGEL",NA,"Partido Colorado",39
"3750","GUARINO",NA,"GUSTAVO",NA,"Frente Amplio",45
"3751","GUARINO",NA,"GUSTAVO",NA,"Frente Amplio",46
"3752","GUARNASCHELLI",NA,"LUIS","M.","Partido Nacional",37
"3753","GUEDES",NA,"EDGARD",NA,"Partido Colorado",41
"3754","GUELMAN",NA,"JACOBO","A.","Partido Colorado",39
"3755","GUELMAN",NA,"JACOBO","A.","Partido Colorado",40
"3756","GUELMAN",NA,"JACOBO",NA,"Partido Colorado",38
"3757","GUERRA",NA,"ANTONIO",NA,"Partido Colorado",43
"3758","GUERRA",NA,"ANTONIO",NA,"Partido Colorado",44
"3759","GUERRA",NA,"NELSON",NA,"Frente Amplio",43
"3760","GUERRA",NA,"WISTON",NA,"Partido Colorado",48
"3761","GUERRERO",NA,"ARTURO",NA,"Partido Colorado",42
"3762","GUERRERO",NA,"ARTURO",NA,"Partido Colorado",44
"3763","GUERRERO","FLORES","RAMON",NA,"Partido Colorado",32
"3764","GUERRERO","FLORES","RAMON",NA,"Partido Colorado",33
"3765","GUERRERO","FLORES","RAMON",NA,"Partido Colorado",34
"3766","GUERRERO",NA,"ALBERTO",NA,"Partido Colorado",42
"3767","GUERRINI",NA,"ALDO",NA,"Frente Amplio",44
"3768","GUERRINI","RIESTRA","ALDO","ULISES","Frente Amplio",47
"3769","GUGGERI",NA,"ERNESTO",NA,"Partido Nacional",34
"3770","GUGGERI",NA,"JOSE","LUIS","Partido Nacional",44
"3771","GUICHON",NA,"JUAN","FRANCISCO","Partido Colorado",30
"3772","GUICHON",NA,"JUAN","FRANCISCO","Partido Colorado",31
"3773","GUICHON",NA,"JUAN","FRANCISCO","Partido Colorado",34
"3774","GUICHON",NA,"JUAN","FRANCISCO","Partido Colorado",35
"3775","GUICHON",NA,"JUAN","FRANCISCO","Partido Colorado",36
"3776","GUICHON",NA,"ALEJO","F.","Partido Nacional",29
"3777","GUICHON",NA,"JUAN","F.","Partido Colorado",29
"3778","GUIDA",NA,"JULIO",NA,"Partido Colorado",44
"3779","GUILLEN",NA,"ROBERTO",NA,"Partido Federal",38
"3780","GUILLOT",NA,"ALVARO",NA,"Partido Colorado",21
"3781","GUILLOT",NA,"ALVARO",NA,"Partido Colorado",22
"3782","GUIMARAENS",NA,"JUAN","FLORENTINO","Partido Colorado",30
"3783","GUIMARAENS",NA,"JUAN","FLORENTINO","Partido Colorado",31
"3784","GUIMARAENS",NA,"JUAN","FLORENTINO","Partido Colorado",34
"3785","GUIMARAENS",NA,"JUAN","FLORENTINO","Partido Colorado",35
"3786","GUIMARAENS",NA,"JUAN","FLORENTINO","Partido Colorado",36
"3787","GUIMARAENS",NA,"JUAN","FLORENTINO","Partido Colorado",37
"3788","GUIMARAENS",NA,"FLORENTINO",NA,"Partido Colorado",37
"3789","GULARTE",NA,"LEIVA",NA,"Partido Federal",38
"3790","GULDENZOPH",NA,"CIRILO",NA,"Partido Nacional",29
"3791","GULDENZOPH",NA,"CIRILO",NA,"Partido Nacional",31
"3792","GUNTIN",NA,"JOSE","LUIS","Partido Colorado",42
"3793","GUNTIN",NA,"JOSE","LUIS","Partido Colorado",43
"3794","GURMENDEZ",NA,"GABRIEL",NA,"Partido Colorado",45
"3795","GUSSONI",NA,"HUGO",NA,"Partido Colorado",44
"3796","GUTIERREZ",NA,"CESAR","G.","Partido Colorado General Fructuoso Rivera",28
"3797","GUTIERREZ",NA,"CESAR","G.","Partido Colorado General Fructuoso Rivera",29
"3798","GUTIERREZ",NA,"CESAR","G.","Partido Colorado General Fructuoso Rivera",30
"3799","GUTIERREZ",NA,"CESAR","G.","Partido Colorado General Fructuoso Rivera",31
"3800","GUTIERREZ","CHIRIMELLO","ALBERTO",NA,"Partido Nacional",40
"3801","GUTIERREZ",NA,"DANIEL","E.","Partido Nacional",27
"3802","GUTIERREZ","DIAZ","VIRGILIO",NA,"Partido Colorado",33
"3803","GUTIERREZ",NA,"FERNANDO",NA,"Partido Nacional",25
"3804","GUTIERREZ",NA,"FERNANDO",NA,"Partido Nacional",26
"3805","GUTIERREZ",NA,"FERNANDO",NA,"Partido Nacional",30
"3806","GUTIERREZ",NA,"LUIS",NA,"Partido Nacional",29
"3807","GUTIERREZ","NUÑEZ","ROMEO",NA,"Union Civica",38
"3808","GUTIERREZ",NA,"PEDRO",NA,"Partido Nacional",44
"3809","GUTIERREZ","RUIZ","HECTOR",NA,"Partido Nacional",40
"3810","GUTIERREZ","RUIZ","HECTOR",NA,"Partido Nacional",41
"3811","GUTIERREZ",NA,"CESAR","MAYO","Partido Colorado",27
"3812","GUTIERREZ",NA,"CESAR","MAYO","Partido Colorado",28
"3813","GUTIERREZ",NA,"CESAR","MAYO","Partido Colorado",29
"3814","GUTIERREZ",NA,"CESAR","MAYO","Partido Colorado",30
"3815","GUTIERREZ",NA,"CESAR","MAYO","Partido Colorado",34
"3816","GUTIERREZ",NA,"CESAR","MAYO","Partido Colorado",35
"3817","GUTIERREZ",NA,"HUGO",NA,"Frente Amplio",44
"3818","GUTIERREZ",NA,"JUAN","M.","Partido Nacional",43
"3819","GUTIERREZ",NA,"JUAN","M.","Partido Nacional",44
"3820","GUTIERREZ",NA,"LADISLAO",NA,"Partido Nacional",39
"3821","GUTIERREZ",NA,"JAVIER",NA,"Frente Amplio",48
"3822","GUTIERREZ",NA,"CESAR",NA,"Partido Colorado",32
"3823","GUTIERREZ",NA,"EDUARDO",NA,"Partido Nacional",47
"3824","GUTIERREZ",NA,"RAUL",NA,"Partido Nacional",47
"3825","GUTIERREZ",NA,"MARTHA",NA,"Partido de la Concertacion",48
"3826","GUTIERREZ",NA,"FERNANDO",NA,"Partido Frente Amplio",48
"3827","GUTIERREZ",NA,"LUIS","E.","Partido Nacional",48
"3828","GUTIERREZ",NA,"ADOLFO",NA,"Partido Nacional",41
"3829","GUYNOT","DE BOISMENU","ALEXIS",NA,"Partido Colorado",45
"3830","GUYNOT","DE BOISMENU","RAYMUNDO",NA,"Partido Colorado",45
"3831","GUZMAN",NA,"MIGUEL",NA,"Frente Amplio",45
"3832","GUZMAN",NA,"LEONARDO",NA,NA,45
"3833","HACKENBRUCH",NA,"TABARE",NA,"Partido Colorado",42
"3834","HACKENBRUCH",NA,"TABARE",NA,"Partido Colorado",44
"3835","HACKENBRUCH",NA,"TABARE",NA,"Partido Colorado",45
"3836","HACKENBRUCK",NA,"EDUARDO",NA,"Partido Colorado",41
"3837","HACKENBRUCK",NA,"ENRIQUE",NA,"Partido Colorado",37
"3838","HACKENBRUCK","LEGNANI","TABARE",NA,"Partido Colorado",45
"3839","HACKENBRUCK","LEGNANI","TABARE",NA,"Partido Colorado",46
"3840","HACKENBRUCK",NA,"TABARE",NA,"Partido Colorado",40
"3841","HACKENBRUCK",NA,"TABARE",NA,"Partido Colorado",41
"3842","HACKENBRUCK",NA,"TABARE",NA,"Partido Colorado",43
"3843","HAEDO",NA,"JORGE","MANUEL","Partido Nacional",31
"3844","HAEDO","SUAREZ","FRANCISCO",NA,"Partido Nacional",26
"3845","HAEDO",NA,"EDUARDO","VICTOR","Partido Nacional",31
"3846","HAEDO",NA,"EDUARDO","VICTOR","Partido Nacional",32
"3847","HAEDO",NA,"EDUARDO","VICTOR","Partido Nacional",33
"3848","HAEDO",NA,"EDUARDO","VICTOR","Partido Nacional",34
"3849","HAEDO",NA,"EDUARDO","VICTOR","Partido Nacional",35
"3850","HAEDO",NA,"EDUARDO","VICTOR","Partido Nacional",36
"3851","HAEDO",NA,"EDUARDO","VICTOR","Partido Nacional",37
"3852","HAEDO",NA,"EDUARDO","VICTOR","Partido Nacional",38
"3853","HAEDO",NA,"EDUARDO","VICTOR","Partido Nacional",39
"3854","HALLER",NA,"ANA","MARIA","Partido Nacional",47
"3855","HALTY",NA,"MAXIMO",NA,"Partido Colorado",26
"3856","HALTY",NA,"MAXIMO",NA,"Partido Colorado",27
"3857","HALTY",NA,"MAXIMO",NA,"Partido Colorado",28
"3858","HALTY",NA,"MAXIMO",NA,"Partido Colorado",29
"3859","HALTY",NA,"MAXIMO",NA,"Partido Colorado",30
"3860","HARRISON",NA,"FAUSTINO",NA,"Partido Nacional",38
"3861","HARRISON",NA,"FAUSTINO",NA,"Partido Nacional",37
"3862","HARRISON",NA,"ROBERTO",NA,"Partido Nacional",41
"3863","HEBER",NA,"LUIS","ALBERTO","Partido Nacional",42
"3864","HEBER",NA,"LUIS","ALBERTO","Partido Nacional",43
"3865","HEBER",NA,"LUIS","ALBERTO","Partido Nacional",44
"3866","HEBER",NA,"LUIS","ALBERTO","Partido Nacional",45
"3867","HEBER",NA,"LUIS","ALBERTO","Partido Nacional",46
"3868","HEBER","USHER","ALBERTO",NA,"Partido Nacional",38
"3869","HEBER","USHER","MARIO",NA,"Partido Nacional",38
"3870","HEBER","USHER","MARIO",NA,"Partido Nacional",39
"3871","HEBER","USHER","MARIO",NA,"Partido Nacional",40
"3872","HEBER","USHER","MARIO",NA,"Partido Nacional",41
"3873","HEBER","FULLGRAF","ARTURO",NA,"Partido Nacional",43
"3874","HEBER","FULLGRAF","ARTURO",NA,"Partido Nacional",44
"3875","HEBER","FULLGRAF","ARTURO",NA,"Partido Nacional",45
"3876","HEBER",NA,"LUIS","ALBERTO","Partido Nacional",47
"3877","HEBER",NA,"LUIS","ALBERTO","Partido Nacional",48
"3878","HEBER",NA,"LUIS","ALBERTO","Partido Nacional",49
"3879","HEBER","USHER","ALBERTO",NA,"Partido Nacional",39
"3880","HEBER",NA,"ALBERTO",NA,"Partido Nacional",40
"3881","HELGUERA",NA,"HILARIO",NA,"Partido Colorado",25
"3882","HELGUERA",NA,"DAVID",NA,"Partido Colorado",47
"3883","HELGUERA",NA,"DAVID",NA,"Partido Colorado",48
"3884","HENDERSON",NA,"DIEGO",NA,"Partido Frente Amplio",47
"3885","HENDERSON",NA,"ANTONIO",NA,"Partido Nacional",47
"3886","HERNAN","GODOY","ELBIO",NA,"Partido Nacional",48
"3887","HERNANDEZ",NA,"ANTONIO","UBALDO","Partido Nacional",39
"3888","HERNANDEZ",NA,"ANTONIO","UBALDO","Partido Nacional",40
"3889","HERNANDEZ","ICARDI","ISAU",NA,"Partido Nacional",41
"3890","HERNANDEZ",NA,"PEDRO",NA,"Partido Colorado",44
"3891","HERNANDEZ",NA,"SOFILDO",NA,"Partido Colorado",34
"3892","HERNANDEZ",NA,"SOFILDO",NA,"Partido Colorado",35
"3893","HERNANDEZ",NA,"SOFILDO",NA,"Partido Colorado",36
"3894","HERNANDEZ",NA,"UBERFIL",NA,"Frente Amplio",46
"3895","HERNANDEZ","BRITOS","ADHEMAR",NA,"Partido Nacional",43
"3896","HERNANDEZ","BRITOS","ADHEMAR",NA,"Partido Nacional",44
"3897","HERNANDEZ","BRITOS","ADHEMAR",NA,"Partido Nacional",45
"3898","HERNANDEZ",NA,"CARLOS","MARIA","Partido Nacional",43
"3899","HERNANDEZ",NA,"CARLOS","MARIA","Partido Nacional",44
"3900","HERNANDEZ",NA,"JULIO","CESAR","Partido Colorado",42
"3901","HERNANDEZ",NA,"JOSELO",NA,"Partido Nacional",47
"3902","HERNANDEZ",NA,"MARCOS",NA,"Partido Nacional",48
"3903","HERNANDEZ",NA,"RODOLFO",NA,"Partido Frente Amplio",48
"3904","HERNANDEZ",NA,"WASHINGTON",NA,"Partido Frente Amplio",48
"3905","HERNANDEZ",NA,"JORGE",NA,"Frente Obrero Sindical",37
"3906","HERNANDEZ",NA,"SOFILDO",NA,"Partido Colorado",31
"3907","HERNANDEZ","","SUSANA",NA,"Frente Amplio",47
