"primer_apellido","segundo_apellido","primer_nombre","segundo_nombre","partido","legislatura","cluster_id","id_unificado"
"ABADIE","SANTOS","HORACIO","","Partido Colorado","32",1,1
"ABADIE","","HORACIO","","Partido Nacional","43",2,1
"ABADIE","PEREZ","HORACIO","","Partido Nacional","45",2,1
"ABADIE","SANTOS","HORACIO","","Partido Colorado","40",1,1
"ABDALA","","CARLOS","","Partido Colorado","44",13,13
"ABDALA","","CARLOS","","Partido Nacional","41",18,13
"ACEVEDO","ALVAREZ","EDUARDO","","Partido Colorado","28",57,57
"ACEVEDO","ALVAREZ","EDUARDO","","Partido Colorado","29",57,57
"ACEVEDO","ALVAREZ","EDUARDO","","Partido Colorado","30",57,57
"ACEVEDO","ALVAREZ","EDUARDO","","Partido Colorado","34",57,57
"ACEVEDO","ALVAREZ","EDUARDO","","Partido Colorado","35",57,57
"ACEVEDO","DIAZ","EDUARDO","","Partido Nacional","21",62,57
"ACEVEDO","","EDUARDO","","Partido Colorado","24",57,57
"ACEVEDO","ALVAREZ","EDUARDO","","Partido Colorado","36",57,57
"AGORIO","","LEOPOLDO","","Union Popular","38",113,113
"AGORIO","","LEOPOLDO","","Partido Socialista","37",114,113
"ALONSO","","NELSON","","Partido Colorado","40",219,219
"ALONSO","","NELSON","","Frente Amplio","42",220,219
"ALONSO","","NELSON","","Partido por el Gobierno del Pueblo","43",221,219
"ALVAREZ","CORTES","JUAN","","Partido Colorado","28",250,250
"ALVAREZ","","JUAN","C.","Partido Nacional","39",265,250
"AMORIN","BATLLE","JOSE","","Partido Colorado","42",338,338
"AMORIN","BATLLE","JOSE","","Partido Colorado","43",338,338
"AMORIN","BATLLE","JOSE","","Partido Colorado","44",338,338
"AMORIN","BATLLE","JOSE","","Partido Colorado","45",338,338
"AMORIN","BATLLE","JOSE","","Partido Colorado","46",338,338
"AMORIN","BATLLE","JOSE","","Partido Colorado","47",338,338
"AMORIN","","JOSE","","Partido Independiente","48",347,338
"AMORIN","BATLLE","JOSE","","Partido Colorado","48",338,338
"ANDRADE","AMBROSONI","JORGE","","Partido Socialista","38",362,362
"ANDRADE","AMBROSONI","JORGE","","Frente Amplio","42",363,362
"ANTUNEZ","","ADEMAR","","Union Popular","38",423,423
"ANTUNEZ","","ADEMAR","","Movimiento Progresista","38",424,423
"ANTUÑA","","JOSE","G.","Partido Colorado","25",428,428
"ANTUÑA","","JOSE","G.","Partido Colorado","26",428,428
"ANTUÑA","","JOSE","G.","Partido Colorado","27",428,428
"ANTUÑA","","JOSE","G.","Partido Colorado","32",428,428
"ANTUÑA","","JOSE","G.","Partido Colorado","33",428,428
"ANTUÑA","","JOSE","","Union Democrata Reformista","37",433,428
"ARIAS","","JOSE","F.","Partido Colorado","25",519,519
"ARIAS","","JOSE","F.","Partido Colorado","26",519,519
"ARIAS","","JOSE","F.","Partido Colorado","27",519,519
"ARIAS","","JOSE","","Partido Nacional","40",522,519
"ARISMENDI","","RODNEY","","Partido Comunista del Uruguay","34",526,526
"ARISMENDI","","RODNEY","","Partido Comunista del Uruguay","35",526,526
"ARISMENDI","","RODNEY","","Partido Comunista del Uruguay","36",526,526
"ARISMENDI","","RODNEY","","Partido Comunista del Uruguay","37",526,526
"ARISMENDI","","RODNEY","","Partido Comunista del Uruguay","38",526,526
"ARISMENDI","","RODNEY","","Frente Izquierda de Liberacion","39",531,526
"ARISMENDI","","RODNEY","","Frente Izquierda de Liberacion","40",531,526
"ARISMENDI","","RODNEY","","Frente Amplio","41",533,526
"AROCENA","","JOSE","ANDRES","Partido Colorado","48",555,555
"AROCENA","ARGUI","JOSE","ANDRES","Partido Nacional","47",556,555
"AROCENA","","JOSE","","Partido Independiente","47",557,555
"AROCENA","","JOSE","","Partido Independiente","48",557,555
"ARRARTE","CORBO","CECILIO","","Partido Nacional","30",574,574
"ARRARTE","CORBO","CECILIO","","Partido Nacional","31",574,574
"ARRARTE","CORBO","CECILIO","","Partido Nacional Independiente","34",576,574
"ARRILLAGA","DUTRA","JOSE","LUIS","Partido Nacional","34",589,589
"ARRILLAGA","DUTRA","JOSE","LUIS","Partido Nacional","35",589,589
"ARRILLAGA","","JOSE","SERVANDO","Partido por el Gobierno del Pueblo","43",608,589
"ARRILLAGA","","JOSE","SERVANDO","Nuevo Espacio","44",609,589
"ASTIAZARAN","","PANTALEON","","Partido Nacional","31",646,646
"ASTIAZARAN","","PANTALEON","","Partido Nacional Independiente","34",647,646
"ASTIAZARAN","","PANTALEON","","Partido Nacional Independiente","35",647,646
"ASTIAZARAN","","PANTALEON","","Partido Nacional Independiente","36",647,646
"ASTIAZARAN","","PANTALEON","","Partido Nacional","38",646,646
"BARGO","","ARSENIO","","Partido Colorado","33",810,810
"BARGO","","ARSENIO","M.","Partido Nacional","33",811,810
"BARGO","","ARSENIO","","Union Democrata Reformista","37",812,810
"BARLA","","MARTIN","","Partido Nacional","47",814,814
"BARLA","","MARTIN","","Partido Colorado","48",815,814
"BARREIRO","","AMBROSIO","WALTER","","22",827,827
"BARREIRO","","AMBROSIO","","Partido Nacional","45",828,827
"BARREIRO","","AMBROSIO","","Partido Nacional","46",828,827
"BARRIOS","AMORIN","JAVIER","","Partido Nacional","29",838,838
"BARRIOS","AMORIN","JAVIER","","Partido Nacional","30",838,838
"BARRIOS","AMORIN","JAVIER","","Partido Nacional","34",838,838
"BARRIOS","AMORIN","JAVIER","","Partido Nacional Independiente","35",841,838
"BARRIOS","AMORIN","JAVIER","","Partido Nacional Independiente","36",841,838
"BARRIOS","AMORIN","JAVIER","","Partido Nacional Independiente","37",841,838
"BARRIOS","ANZA","JAVIER","","Partido Nacional","42",838,838
"BARRIOS","ANZA","JAVIER","","Partido Nacional","43",838,838
"BARRIOS","ANZA","JAVIER","","Partido Nacional","44",838,838
"BARRIOS","AMORIN","JAVIER","","Partido Nacional","37",838,838
"BATALLA","","HUGO","","Partido Colorado","38",866,866
"BATALLA","","HUGO","","Partido Colorado","39",866,866
"BATALLA","","HUGO","","Partido Colorado","40",866,866
"BATALLA","","HUGO","","Frente Amplio","41",869,866
"BATALLA","","HUGO","","Frente Amplio","42",869,866
"BATALLA","","HUGO","","Partido por el Gobierno del Pueblo","43",871,866
"BATALLA","","HUGO","","Partido Colorado","44",866,866
"BATALLA","","HUGO","","Partido Colorado","43",866,866
"BATALLA","","HUGO","","Nuevo Espacio","42",874,866
"BECEIRO","","VICTOR","","Partido Nacional Independiente","36",937,937
"BECEIRO","","VICTOR","","Partido Nacional","29",938,937
"BECEIRO","","VICTOR","","Partido Nacional","31",938,937
"BELTRAN","","WASHINGTON","","Partido Nacional Independiente","35",963,963
"BELTRAN","","WASHINGTON","","Partido Nacional Independiente","36",963,963
"BELTRAN","","WASHINGTON","","Partido Nacional","37",965,963
"BELTRAN","","WASHINGTON","","Partido Nacional","38",965,963
"BELTRAN","","WASHINGTON","","Partido Nacional","39",965,963
"BELTRAN","","WASHINGTON","","Partido Nacional","40",965,963
"BELTRAN","","WASHINGTON","","Partido Nacional","41",965,963
"BELTRAN","","ENRIQUE","","Partido Nacional Independiente","36",970,970
"BELTRAN","","ENRIQUE","","Partido Nacional","39",971,970
"BELTRAN","","ENRIQUE","","Partido Nacional","40",971,970
"BELTRAN","","ENRIQUE","","Partido Nacional","41",971,970
"BELTRAN","","WASHINGTON","","Partido Nacional","25",965,963
"BELTRAN","","WASHINGTON","","Partido Nacional","26",965,963
"BELTRAN","","WASHINGTON","","Partido Nacional","27",965,963
"BENTANCOUR","","JUAN","JOSE","Frente Amplio","45",1006,1006
"BENTANCOUR","ALVARIO","JUAN","","Partido Colorado","42",1007,1006
"BENTANCOUR","ALVARIO","JUAN","","Partido Colorado","44",1007,1006
"BENTANCOUR","FERREIRA","JUAN","","Partido Colorado","42",1007,1006
"BERNHARD","","GUILLERMO","","Partido Socialista","39",1047,1047
"BERNHARD","","GUILLERMO","","Union Popular","38",1048,1047
"BERTACHI","","CARLOS","","Frente Amplio","42",1102,1102
"BERTACHI","","CARLOS","","Partido por el Gobierno del Pueblo","43",1103,1102
"BERTON","","SERGIO","","Partido Colorado","47",1111,1111
"BERTON","","SERGIO","","Partido Nacional","48",1112,1111
"BIANCHI","BADANO","LUIS","","Partido Colorado","44",1138,1138
"BIANCHI","","LUIS","A.","Partido Nacional","48",1148,1138
"BOGLIACCINI","","RAUL","","Partido Nacional","33",1202,1202
"BOGLIACCINI","","RAUL","F.","Partido Colorado","29",1203,1202
"BORDABERRY","","JUAN","MARIA","Partido Nacional","39",1255,1255
"BORDABERRY","","JUAN","MA.","","40",1258,1255
"BORDABERRY","","JUAN","MARIA","Partido Colorado","41",1260,1255
"BORDABERRY","","JUAN","MARIA","Partido Colorado","40",1260,1255
"BOTANA","","SERGIO","","Partido Nacional","46",1294,1294
"BOTANA","","SERGIO","","Partido Colorado","48",1295,1294
"BOTANA","","SERGIO","","Partido Nacional","47",1294,1294
"BOTANA","","SERGIO","","Partido Nacional","49",1294,1294
"BOTTINELLI","","EDUARDO","P.","Partido Nacional Independiente","35",1300,1300
"BOTTINELLI","","EDUARDO","P.","Partido Nacional Independiente","36",1300,1300
"BOTTINELLI","","EDUARDO","P.","Partido Nacional Independiente","37",1300,1300
"BOTTINELLI","","EDUARDO","P.","Partido Nacional","38",1303,1300
"BOVE","ARTEAGA","JOSE","","Partido Nacional","36",1313,1313
"BOVE","ARTEAGA","JOSE","","Partido Nacional","37",1313,1313
"BOVE","ARTEAGA","JOSE","","Partido Nacional","38",1313,1313
"BOVE","ARTEAGA","JOSE","","Pueblo Soberano","35",1316,1313
"BOVE","ARTEAGA","JOSE","","Partido Nacional","39",1313,1313
"BUERO","","ENRIQUE","E.","Partido Colorado","27",1406,1406
"BUERO","ALVAREZ","ENRIQUE","","Movimiento Renovador","37",1414,1406
"CABRERA","","CARMELO","","Partido Nacional","30",1457,1457
"CABRERA","","CARMELO","","Partido Nacional","31",1457,1457
"CABRERA","","CARMELO","","Partido Nacional","32",1457,1457
"CABRERA","","CARMELO","","Partido Nacional","33",1457,1457
"CABRERA","GIORDANO","CARMELO","","Partido Colorado","41",1462,1457
"CAMPOS","","ALFREDO","R.","","33",1538,1538
"CAMPOS","","ALFREDO","R.","Partido Colorado","34",1539,1538
"CAPUTTI","","TABARE","","Frente Amplio","42",1603,1603
"CAPUTTI","","TABARE","","Partido por el Gobierno del Pueblo","43",1604,1603
"CARDOSO","","JOSE","PEDRO","Partido Socialista","33",1651,1651
"CARDOSO","","JOSE","PEDRO","Partido Socialista","34",1651,1651
"CARDOSO","","JOSE","PEDRO","Partido Socialista","35",1651,1651
"CARDOSO","","JOSE","PEDRO","Partido Socialista","36",1651,1651
"CARDOSO","","JOSE","PEDRO","Partido Socialista","37",1651,1651
"CARDOSO","","JOSE","PEDRO","Partido Socialista","38",1651,1651
"CARDOSO","","JOSE","PEDRO","Frente Amplio","42",1657,1651
"CARDOSO","","JOSE","CARLOS","Partido Nacional","47",1663,1651
"CARDOSO","","JOSE","CARLOS","Partido Nacional","48",1663,1651
"CARDOSO","","JOSE","PEDRO","Partido Socialista","39",1651,1651
"CARESANI","","HOLF","","Partido Colorado","38",1688,1688
"CARESANI","MESA","HOLF","","Partido Nacional","43",1689,1688
"CARNELLI","","LORENZO","","Partido Nacional","26",1702,1702
"CARNELLI","","LORENZO","","Partido Nacional","27",1702,1702
"CARNELLI","","LORENZO","","Partido Nacional","28",1702,1702
"CARNELLI","","LORENZO","","Partido Radicalismo Blanco","29",1705,1702
"CARNELLI","","LORENZO","","Partido Radicalismo Blanco","30",1705,1702
"CASSINA","","CARLOS","","Frente Amplio","42",1760,1760
"CASSINA","","CARLOS","","Partido por el Gobierno del Pueblo","43",1761,1760
"CASTELLI","","HUMBERTO","","Partido Colorado","29",1775,1775
"CASTELLI","","HUMBERTO","","Partido Nacional","31",1776,1775
"CASTELLI","","HUMBERTO","L.","Partido Nacional","39",1776,1775
"CASTELLI","","HUMBERTO","L.","Partido Nacional","40",1776,1775
"CASTRO","H","JUAN","PEDRO","Partido Colorado","22",1784,1784
"CASTRO","H","JUAN","PEDRO","Partido Colorado","23",1784,1784
"CASTRO","","JUAN","PEDRO","Partido Colorado","21",1784,1784
"CASTRO","","JUAN","PEDRO","Partido Colorado","22",1784,1784
"CASTRO","","JUAN","PEDRO","Partido Colorado","24",1784,1784
"CASTRO","RIERA","OMAR","","Partido Nacional","44",1790,1790
"CASTRO","RAMOS","EDUARDO","","Partido Colorado","39",1797,1797
"CASTRO","","EDUARDO","","Partido Nacional","47",1804,1797
"CASTRO","","JUAN","","Frente Amplio","48",1806,1784
"CASTRO","","EDUARDO","","Partido Nacional","48",1804,1797
"CASTRO","BIANCHINO","OMAR","","Union Popular","38",1809,1790
"CHELONI","","CONRADO","","Partido Colorado","36",1896,1896
"CHELONI","","CONRADO","","Partido Nacional","38",1897,1896
"CHIARINO","","JUAN","VICENTE","Union Civica","34",1903,1903
"CHIARINO","","JUAN","VICENTE","Union Civica","35",1903,1903
"CHIARINO","","JUAN","VICENTE","Union Civica","36",1903,1903
"CHIARINO","","JUAN","VICENTE","Union Civica","37",1903,1903
"CHIARINO","","JUAN","VICENTE","Union Civica","42",1903,1903
"CHIARINO","","JUAN","VICENTE","Movimiento Civico Cristiano","39",1908,1903
"CHIARINO","","JUAN","VICENTE","Partido Democrata Cristiano","38",1909,1903
"CIGLIUTI","","DANIEL","","Nuevo Espacio","44",1972,1972
"CIGLIUTI","","DANIEL","","Nuevo Espacio","45",1972,1972
"CIGLIUTI","","DANIEL","","Frente Amplio","48",1974,1972
"COLLAZO","","ARIEL","","Partido Nacional","38",2015,2015
"COLLAZO","","ARIEL","","Frente Izquierda de Liberacion","39",2016,2015
"COLLAZO","","ARIEL","","Frente Izquierda de Liberacion","40",2016,2015
"CORE","","FLORENCIO","","Partido Nacional","34",2045,2045
"CORE","","FLORENCIO","","Partido Nacional","36",2045,2045
"CORE","","FLORENCIO","","Partido Nacional","39",2045,2045
"CORE","","FLORENCIO","","Partido Colorado","37",2048,2045
"CORE","","FLORENCIO","","Partido Colorado","38",2048,2045
"COSSIO","","VALENTIN","","Partido Nacional","35",2101,2101
"COSSIO","","VALENTIN","","Union Blanca de Treinta y Tres","36",2102,2101
"COSSIO","","VALENTIN","","Partido Nacional","39",2101,2101
"COSTA","","VICENTE","F.","Partido Colorado","27",2109,2109
"COSTA","","VICENTE","F.","Partido Colorado","28",2109,2109
"COSTA","","VICENTE","F.","Partido Colorado General Fructuoso Rivera","29",2111,2109
"COSTA","","VICENTE","F.","Partido Colorado General Fructuoso Rivera","30",2111,2109
"DE","ARTEAGA","CLODOMIRO","","","21",2259,2259
"DE","ARTEAGA","CLODOMIRO","","Partido Nacional","39",2261,2259
"DE CASTRO","CASTRO","CARLOS","","","21",2293,2293
"DE CASTRO","CASTRO","CARLOS","","Partido Colorado","22",2294,2293
"DE CASTRO","CASTRO","CARLOS","","Partido Colorado","23",2294,2293
"DE CASTRO","CASTRO","CARLOS","","Partido Colorado","24",2294,2293
"DE CASTRO","CASTRO","CARLOS","","Partido Colorado","28",2294,2293
"DE CASTRO","CASTRO","CARLOS","","Partido Colorado","31",2294,2293
"DEL VALLE","VALLE","VICTOR","H.","Partido Nacional","47",2407,2407
"DEL VALLE","VALLE","VICTOR","H.","Partido de la Concertacion","48",2408,2407
"DELGADO","","GUSTAVO","","Partido Nacional","47",2424,2424
"DELGADO","","GUSTAVO","","Frente Amplio","48",2426,2424
"DIAZ","","JOSE","","Frente Amplio","41",2463,2463
"DIAZ","","JOSE","","Frente Amplio","42",2463,2463
"DIAZ","","JOSE","","Frente Amplio","43",2463,2463
"DIAZ","","JOSE","RAMON","Partido Nacional","38",2466,2463
"DIAZ","MAYNARD","DANIEL","","Partido por el Gobierno del Pueblo","43",2469,2469
"DIAZ","MAYNARD","DANIEL","","Frente Amplio","44",2470,2469
"DIAZ","MAYNARD","DANIEL","","Frente Amplio","45",2470,2469
"DIAZ","","RAMON","P.","Partido Nacional","28",2474,2474
"DIAZ","","RAMON","P.","Partido Nacional","29",2474,2474
"DIAZ","","RAMON","P.","Partido Nacional","30",2474,2474
"DIAZ","","JOSE","E.","Frente Amplio","46",2463,2463
"DIAZ","","OMAR","","Partido Nacional","48",2486,2486
"DIAZ","","RAMON","","Partido Liberal","45",2489,2474
"DIAZ","","OMAR","","Movimiento Progresista","38",2490,2486
"DIAZ","(H)","JOSE","R.","Partido Colorado","29",2493,2463
"DIAZ","(H)","JOSE","R.","Partido Colorado","31",2493,2463
"DOMINGUEZ","","RUFINO","T.","","21",2519,2519
"DOMINGUEZ","","RUFINO","T.","Partido Colorado","26",2521,2519
"DOMINGUEZ","","RUFINO","T.","Partido Colorado","28",2521,2519
"DOMINGUEZ","","RUFINO","T.","Partido Colorado","29",2521,2519
"DUBRA","","ARTURO","","Partido Socialista","35",2541,2541
"DUBRA","","ARTURO","","Partido Socialista","36",2541,2541
"DUBRA","","ARTURO","","Partido Socialista","37",2541,2541
"DUBRA","","ARTURO","","Partido Socialista","38",2541,2541
"DUBRA","","ARTURO","","Frente Amplio","45",2545,2541
"DUBRA","","MANUEL","","Partido Colorado General Fructuoso Rivera","32",2546,2546
"DUBRA","","MANUEL","","","30",2548,2546
"DURAN","RUBIO","ANTONIO","M.","Partido Nacional Independiente","34",2572,2572
"DURAN","RUBIO","ANTONIO","M.","Partido Nacional Independiente","35",2572,2572
"DURAN","RUBIO","ANTONIO","M.","Partido Nacional","38",2574,2572
"DURAN","RUBIO","ANTONIO","M.","Partido Nacional","39",2574,2572
"ELIZEIRE","","SEBASTIAN","","Partido Democrata Cristiano","40",2633,2633
"ELIZEIRE","","SEBASTIAN","","Frente Amplio","41",2634,2633
"ERRO","","ENRIQUE","","Partido Nacional","36",2652,2652
"ERRO","","ENRIQUE","","Partido Nacional","37",2652,2652
"ERRO","","ENRIQUE","","Partido Nacional","38",2652,2652
"ERRO","","ENRIQUE","","Union Popular","39",2655,2652
"ERRO","","ENRIQUE","","Frente Amplio","41",2656,2652
"ERRO","","ENRIQUE","","Union Popular","38",2655,2652
"ESPALTER","","JOSE","","Partido Colorado","21",2666,2666
"ESPALTER","","JOSE","","Partido Colorado","22",2666,2666
"ESPALTER","","JOSE","","Partido Colorado","23",2666,2666
"ESPALTER","","JOSE","","Partido Colorado","24",2666,2666
"ESPALTER","","JOSE","","Partido Colorado","25",2666,2666
"ESPALTER","","JOSE","","Partido Colorado","26",2666,2666
"ESPALTER","","JOSE","","Partido Colorado","27",2666,2666
"ESPALTER","","JOSE","","Partido Colorado","28",2666,2666
"ESPALTER","","JOSE","","Partido Colorado Radical","29",2674,2666
"ESPALTER","","JOSE","","Partido Colorado Radical","30",2674,2666
"ESPALTER","","JOSE","","Partido Colorado","32",2666,2666
"ESPALTER","","JOSE","","Partido Colorado","33",2666,2666
"ESPALTER","","JOSE","LUIS","Partido Colorado","26",2666,2666
"ESPALTER","","JOSE","","Partido Colorado","30",2666,2666
"ETCHEGARAY","","PEDRO","","Partido Nacional","21",2737,2737
"ETCHEGARAY","","PEDRO","","Partido Colorado","48",2739,2737
"ETCHEGARAY","","PEDRO","","Partido Colorado","46",2739,2737
"ETCHEVERRY","","JUAN","","Frente Amplio","43",2761,2761
"ETCHEVERRY","","JUAN","","Partido Nacional","37",2763,2761
"ETCHEVERRY","","JUAN","","Partido Nacional","41",2763,2761
"ETCHEVERRY","(H)","JUAN","","Partido Nacional","39",2763,2761
"FAU","","YAMANDU","","Frente Amplio","42",2839,2839
"FAU","","YAMANDU","","Partido por el Gobierno del Pueblo","43",2840,2839
"FAU","","YAMANDU","","Partido Colorado","44",2841,2839
"FAU","","YAMANDU","","Partido Colorado","45",2841,2839
"FERNANDEZ","","ALEJANDRO","","Partido Nacional","26",2853,2853
"FERNANDEZ","","ALEJANDRO","","Partido Nacional","28",2853,2853
"FERNANDEZ","FAINGOLD","HUGO","","Partido Colorado","44",2858,2858
"FERNANDEZ","FAINGOLD","HUGO","","Partido Colorado","45",2858,2858
"FERNANDEZ","FRANCA","DANIEL","","Partido Colorado","42",2860,2860
"FERNANDEZ","","JOSE","PEDRO","Partido Colorado","33",2865,2865
"FERNANDEZ","","JULIO","","Frente Amplio","46",2867,2867
"FERNANDEZ","SALDAÑA","JOSE","MARIA","Partido Nacional","23",2880,2865
"FERNANDEZ","","WASHINGTON","","Partido Colorado","35",2883,2883
"FERNANDEZ","","WASHINGTON","","Partido Colorado","36",2883,2883
"FERNANDEZ","","WASHINGTON","","Partido Colorado","37",2883,2883
"FERNANDEZ","BRITOS","HUGO","","Partido Colorado","42",2858,2858
"FERNANDEZ","BRITOS","HUGO","","Partido Colorado","43",2858,2858
"FERNANDEZ","CRESPO","DANIEL","","Partido Nacional","31",2889,2860
"FERNANDEZ","CRESPO","DANIEL","","Partido Nacional","32",2889,2860
"FERNANDEZ","CRESPO","DANIEL","","Partido Nacional","33",2889,2860
"FERNANDEZ","CRESPO","DANIEL","","Partido Nacional","34",2889,2860
"FERNANDEZ","CRESPO","DANIEL","","Partido Nacional","35",2889,2860
"FERNANDEZ","CRESPO","DANIEL","","Partido Nacional","36",2889,2860
"FERNANDEZ","CRESPO","DANIEL","","Partido Nacional","39",2889,2860
"FERNANDEZ","","HUGO","","Frente Amplio","44",2908,2858
"FERNANDEZ","","HUGO","","Frente Amplio","45",2908,2858
"FERNANDEZ","","HUGO","","Partido Colorado","43",2858,2858
"FERNANDEZ","","JOSE","E.","Frente Amplio","45",2914,2865
"FERNANDEZ","RONDEAU","JULIO","","Partido Colorado","36",2916,2867
"FERNANDEZ","","JULIO","CESAR","Frente Amplio","47",2867,2867
"FERNANDEZ","FAINGOLD","HUGO","","Partido Colorado","42",2858,2858
"FERNANDEZ","","JULIO","","Partido Colorado","47",2916,2867
"FERNANDEZ","","ALEJANDRO","","Frente Amplio","48",2935,2853
"FERNANDEZ","CRESPO","DANIEL","","Partido Nacional","37",2889,2860
"FERNANDEZ","CRESPO","DANIEL","","Partido Nacional","38",2889,2860
"FERNANDEZ","MARIN","WASHINGTON","","Partido Nacional","38",2954,2883
"FIGOLI","","LUIS","","Partido Colorado","28",3035,3035
"FIGOLI","","LUIS","","Partido Colorado","29",3035,3035
"FIGOLI","","LUIS","","Partido Colorado","30",3035,3035
"FIGOLI","","LUIS","","Partido Colorado","33",3035,3035
"FIGOLI","","LUIS","","Partido Colorado","37",3035,3035
"FIGOLI","","LUIS","","Partido Colorado","39",3035,3035
"FIGOLI","","LUIS","","Partido Nacional","38",3042,3035
"FLORES","","VENANCIO","","Union Civica","35",3076,3076
"FLORES","","VENANCIO","","Union Civica","36",3076,3076
"FLORES","","VENANCIO","","Union Civica","37",3076,3076
"FLORES","","VENANCIO","","Union Civica","38",3076,3076
"FLORES","","VENANCIO","","Union Civica","39",3076,3076
"FLORES","","VENANCIO","","Union Civica","40",3076,3076
"FLORES","","VENANCIO","","Movimiento Civico Cristiano","39",3086,3076
"FRUGONI","","EMILIO","","Coalicion Liberal","24",3162,3162
"FRUGONI","","EMILIO","","Partido Socialista","27",3163,3162
"FRUGONI","","EMILIO","","Partido Socialista","30",3163,3162
"FRUGONI","","EMILIO","","Partido Socialista","31",3163,3162
"FRUGONI","","EMILIO","","Partido Socialista","32",3163,3162
"FRUGONI","","EMILIO","","Partido Socialista","33",3163,3162
"FRUGONI","","EMILIO","","Partido Socialista","39",3163,3162
"FRUGONI","","EMILIO","","Partido Socialista","37",3163,3162
"FULCO","","CARLOS","","Frente Amplio","47",3176,3176
"FULCO","","CARLOS","","Partido Nacional","48",3177,3176
"FUREST","","JUAN","CARLOS","Partido Colorado","39",3181,3181
"FUREST","","JUAN","CARLOS","Partido Nacional","42",3182,3181
"FUREST","","JUAN","CARLOS","Partido Nacional","43",3182,3181
"GALAN","","MIGUEL","","Partido Nacional","41",3206,3206
"GALAN","","MIGUEL","ANGEL","Partido Colorado","43",3209,3206
"GALLINAL","","GUSTAVO","","Partido Nacional","28",3228,3228
"GALLINAL","","GUSTAVO","","Partido Nacional","29",3228,3228
"GALLINAL","","GUSTAVO","","Partido Nacional","30",3228,3228
"GALLINAL","","GUSTAVO","","Partido Nacional","31",3228,3228
"GALLINAL","","GUSTAVO","","Partido Nacional Independiente","34",3232,3228
"GALLINAL","","GUSTAVO","","Partido Nacional Independiente","35",3232,3228
"GALLINAL","","GUSTAVO","","Partido Nacional Independiente","36",3232,3228
"GALLINAL","","JOSE","ANTONIO","","34",3235,3235
"GALLINAL","","JOSE","ANTONIO","","35",3236,3235
"GARCIA","","GUILLERMO","L.","Partido Colorado","25",3304,3304
"GARCIA","","GUILLERMO","L.","Partido Colorado","27",3304,3304
"GARCIA","","GUILLERMO","L.","Partido Colorado","28",3304,3304
"GARCIA","","GUILLERMO","L.","Partido Colorado","29",3304,3304
"GARCIA","","GUILLERMO","L.","Partido Colorado","30",3304,3304
"GARCIA","PINTOS","SALVADOR","","Partido Nacional","40",3316,3316
"GARCIA","PINTOS","SALVADOR","","Union Civica","34",3321,3316
"GARCIA","PINTOS","SALVADOR","","Union Civica","35",3321,3316
"GARCIA","PINTOS","SALVADOR","","Union Civica","36",3321,3316
"GARCIA","PINTOS","SALVADOR","","Union Civica","37",3321,3316
"GARCIA","COSTA","GUILLERMO","","Partido Nacional","40",3340,3304
"GARCIA","COSTA","GUILLERMO","","Partido Nacional","41",3340,3304
"GARCIA","COSTA","GUILLERMO","","Partido Nacional","42",3340,3304
"GARCIA","COSTA","GUILLERMO","","Partido Nacional","44",3340,3304
"GARCIA","COSTA","GUILLERMO","","Partido Nacional","45",3340,3304
"GARCIA","MORALES","ALFREDO","","Partido Nacional","26",3348,3348
"GARCIA","MORALES","ALFREDO","","Partido Nacional","27",3348,3348
"GARCIA","MORALES","ALFREDO","","Partido Nacional","28",3348,3348
"GARCIA","MORALES","ALFREDO","","Partido Nacional","29",3348,3348
"GARCIA","MORALES","ALFREDO","","Partido Nacional","30",3348,3348
"GARCIA","MORALES","ALFREDO","","Partido Nacional Independiente","34",3353,3348
"GARCIA","COSTA","GUILLERMO","","Partido Nacional","43",3340,3304
"GARCIA","TECHERA","ALFREDO","","Frente Amplio","48",3371,3348
"GARCIA","OTERO","JULIO","","Partido Democrata Cristiano","38",3373,3373
"GARCIA","OTERO","JULIO","","Union Civica","37",3376,3373
"GIAMBRUNO","","CYRO","","Partido Nacional","32",3462,3462
"GIAMBRUNO","","CYRO","","Partido Nacional","33",3462,3462
"GIAMBRUNO","","CYRO","","Partido Nacional","34",3462,3462
"GIAMBRUNO","","CYRO","","Partido Nacional","35",3462,3462
"GIAMBRUNO","","CYRO","","Partido Colorado","33",3466,3462
"GIL","SOLARES","ORLANDO","","Frente Amplio","45",3482,3482
"GIL","MARTINS","ORLANDO","V.","Partido Colorado","36",3486,3482
"GOMEZ","","EUGENIO","","Partido Comunista del Uruguay","29",3544,3544
"GOMEZ","","EUGENIO","","Partido Comunista del Uruguay","30",3544,3544
"GOMEZ","","EUGENIO","","Partido Comunista del Uruguay","31",3544,3544
"GOMEZ","","EUGENIO","","Partido Comunista del Uruguay","32",3544,3544
"GOMEZ","","EUGENIO","","Partido Comunista del Uruguay","33",3544,3544
"GOMEZ","HAEDO","FRANCISCO","","Partido Colorado","37",3552,3552
"GOMEZ","LARRIERA","FRANCISCO","","Partido Nacional","42",3561,3552
"GOMEZ","","EUGENIO","","Partido de los Trabajadores","38",3567,3544
"GONZALEZ","","ALBERTO","F.","Partido Colorado","33",3570,3570
"GONZALEZ","ALVAREZ","CARLOS","","Partido Nacional","45",3571,3571
"GONZALEZ","ALVAREZ","CARLOS","","Partido Nacional","46",3571,3571
"GONZALEZ","PERLA","HUGO","","Frente Amplio","43",3594,3594
"GONZALEZ","VIDART","ARTURO","","Partido Nacional","29",3598,3598
